,Air Fry,Convection,Griddle,Self Clean,Smart enabled,Steam Clean,WiFi
869,1,1,0,0,1,1,1
870,0,1,1,0,1,0,0
871,1,0,1,0,1,1,0
872,1,1,1,0,1,0,1
873,0,0,1,1,1,1,1
874,0,1,0,0,0,0,1
875,0,0,0,1,0,0,0
876,1,1,1,1,1,1,1
877,0,1,1,1,0,1,1
878,0,0,0,0,0,1,0
879,1,0,0,1,1,0,1
880,1,1,1,0,0,0,0
881,0,1,1,1,0,1,1
882,1,0,0,1,0,1,1
883,0,0,1,0,0,0,1
884,0,0,1,1,1,1,0
885,1,1,0,1,0,0,1
886,0,0,1,0,0,0,0
887,0,1,1,0,0,1,1
888,1,1,1,1,1,0,1
889,1,0,1,0,1,0,1
890,1,1,1,1,0,1,1
891,1,1,1,1,0,1,0
892,0,0,1,1,0,0,1
893,0,1,0,1,1,0,0
894,0,0,1,1,0,0,1
895,0,1,1,0,1,0,0
896,1,0,0,0,1,1,0
897,1,1,0,0,0,1,0
898,0,1,1,0,1,0,0
899,1,1,1,1,1,1,1
900,1,0,0,1,1,0,1
901,0,1,0,0,1,1,0
902,1,1,1,0,1,1,1
903,0,1,1,1,0,1,1
904,1,0,0,0,0,1,1
905,0,1,1,0,1,0,1
906,0,1,0,0,0,0,1
907,0,0,1,1,1,0,1
908,0,0,1,0,0,0,1
909,1,0,0,1,0,0,0
910,0,1,1,1,1,1,1
911,1,0,1,1,1,1,1
912,0,1,1,0,1,0,0
913,0,1,1,0,1,0,0
914,0,1,1,0,0,1,0
915,0,0,0,1,0,1,0
916,0,0,1,1,1,1,0
917,0,0,0,0,1,0,0
918,1,0,0,0,0,0,1
919,1,0,0,0,0,0,0
920,1,0,0,1,1,0,1
921,1,1,1,1,1,1,1
922,1,0,1,0,1,1,0
923,0,0,1,1,0,0,1
924,1,1,1,1,1,1,1
925,0,0,0,0,1,0,1
926,1,0,1,0,0,0,1
927,0,1,1,1,0,1,0
928,1,1,0,1,1,0,1
929,0,1,0,0,0,1,0
930,0,1,1,0,0,1,0
931,1,1,0,1,1,0,0
932,0,0,1,1,0,0,0
933,1,1,1,1,1,1,1
934,1,0,0,1,1,0,1
935,0,0,1,0,0,0,1
936,0,1,1,0,0,0,0
937,0,1,1,1,1,1,0
938,0,0,0,0,1,1,0
939,0,0,0,0,1,1,0
940,1,0,0,0,1,0,0
941,1,0,0,0,0,0,0
942,1,0,0,1,0,1,1
943,1,0,0,0,1,1,1
944,1,1,1,1,0,1,0
945,0,0,1,0,1,1,1
946,0,1,0,0,1,1,1
947,1,0,1,1,0,0,0
948,0,0,0,0,0,0,1
949,1,1,0,1,0,0,1
950,0,1,0,0,0,1,1
951,1,1,1,1,1,1,1
952,1,0,0,0,0,0,0
953,1,0,0,1,0,1,0
954,0,0,1,0,1,1,1
955,0,1,1,0,1,1,0
956,0,1,1,1,1,1,1
957,1,0,0,0,0,1,1
958,0,0,1,0,1,0,0
959,1,1,0,1,0,1,0
960,1,1,1,1,1,1,1
961,1,1,1,1,0,1,1
962,1,1,0,1,1,1,1
963,1,0,0,0,1,1,1
964,1,0,0,1,1,1,0
965,0,1,1,0,0,0,1
966,0,1,0,0,0,0,0
967,1,0,0,0,0,0,1
968,1,1,0,0,1,0,1
969,1,0,1,0,1,1,0
970,0,1,0,0,1,0,1
971,1,0,0,1,0,1,1
972,0,0,0,0,0,0,1
973,1,0,0,0,0,0,1
974,0,1,1,0,1,1,0
975,0,0,1,1,0,1,1
976,0,1,0,1,0,0,0
977,0,1,0,0,0,1,0
978,1,1,0,0,1,0,1
979,1,1,1,1,1,1,1
980,1,0,1,1,1,1,1
981,1,1,1,1,0,0,0
982,0,0,1,1,0,0,0
983,0,1,0,0,0,0,1
984,0,0,0,0,1,1,0
985,0,1,1,0,0,0,0
986,0,1,1,1,0,1,1
987,1,0,1,0,0,0,1
988,1,0,1,1,0,1,0
989,0,1,1,0,1,1,1
990,1,1,0,1,0,1,1
991,1,1,0,0,1,1,1
992,0,1,1,0,1,0,1
993,1,1,1,1,0,1,0
994,1,1,1,0,1,1,1
995,1,1,1,0,1,1,0
996,0,1,1,1,0,1,0
997,0,1,1,1,1,1,1
998,1,1,0,1,0,1,1
999,0,0,1,0,1,0,0
1000,0,0,0,0,0,1,0
1001,1,1,1,0,1,1,1
1002,1,0,1,0,0,1,1
1003,1,0,0,1,0,0,0
1004,1,1,1,1,1,1,0
1005,1,1,1,1,1,1,1
1006,1,1,0,1,1,1,0
1007,1,1,0,0,0,0,0
1008,0,0,0,0,0,1,1
1009,0,0,1,1,0,1,1
1010,0,1,1,1,1,1,0
1011,0,1,1,0,1,0,1
1012,0,1,1,1,0,0,1
1013,1,1,0,0,0,0,0
1014,1,1,0,0,1,0,1
1015,0,1,0,1,0,0,0
1016,0,1,0,1,1,1,1
1017,0,0,1,1,1,1,0
1018,0,0,1,0,1,0,0
1019,1,1,1,1,1,1,1
1020,0,1,0,0,0,0,0
1021,0,0,0,1,1,1,0
1022,0,0,0,0,1,1,0
1023,1,0,1,0,1,0,0
1024,0,1,1,0,0,1,1
1025,1,0,0,1,1,0,1
1026,0,0,1,0,1,1,0
1027,0,0,0,0,1,0,1
1028,0,1,1,1,1,0,0
1029,0,1,1,0,1,1,0
1030,1,0,0,0,1,0,0
1031,1,1,0,1,1,0,0
1032,0,1,0,0,0,1,1
1033,1,1,1,0,1,0,0
1034,0,0,0,1,1,0,1
1035,1,0,0,0,1,0,1
1036,0,1,1,0,1,0,1
1037,0,0,1,1,1,1,0
1038,1,1,1,1,1,1,1
1039,1,1,0,1,1,0,1
1040,1,1,1,1,1,0,1
1041,0,1,0,0,0,0,1
1042,1,0,0,0,1,1,0
1043,1,0,1,1,0,0,0
1044,1,0,0,0,0,1,1
1045,1,1,1,0,0,1,0
1046,0,1,0,0,1,0,1
1047,1,1,1,0,1,0,1
1048,0,0,0,1,0,0,0
1049,0,0,0,0,1,0,1
1050,1,1,1,1,1,1,0
1051,1,1,1,1,1,1,1
1052,1,1,1,1,1,1,1
1053,1,0,1,0,0,0,0
1054,0,1,1,0,1,0,1
1055,0,1,1,0,1,1,1
1056,1,0,1,0,0,0,0
1057,1,0,1,1,1,0,1
1058,1,1,1,1,1,1,1
1059,0,1,0,1,1,1,1
1060,1,1,1,0,1,1,0
1061,0,1,0,0,1,1,0
1062,1,1,0,0,0,1,1
1063,1,1,1,0,1,0,0
1064,1,1,1,1,0,0,1
1065,1,0,0,1,0,1,0
1066,1,1,1,0,0,0,1
1067,0,0,1,1,0,1,1
1068,1,0,1,1,1,1,0
1069,1,1,1,0,1,1,0
1070,1,1,0,0,1,1,0
1071,1,1,0,0,1,1,0
1072,1,0,0,1,1,0,0
1073,1,1,0,0,1,1,0
1074,0,0,1,1,1,0,1
1075,1,1,0,1,1,1,1
1076,1,1,0,0,1,1,0
1077,1,1,1,0,1,0,0
1078,0,1,1,0,1,1,1
1079,1,1,0,0,1,1,1
1080,0,1,1,0,0,1,0
1081,1,1,1,1,1,1,1
1082,1,0,1,1,1,1,0
1083,1,1,1,1,1,1,1
1084,1,0,0,1,1,0,1
1085,1,1,0,1,0,0,1
1086,1,1,0,1,0,0,0
1087,1,0,1,1,0,0,1
1088,1,1,1,1,1,1,0
1089,1,1,1,0,0,0,1
1090,1,1,1,1,1,1,1
1091,1,0,1,1,0,0,0
1092,1,0,0,0,1,0,0
1093,1,1,1,1,0,0,1
1094,0,0,1,0,1,0,0
1095,0,1,1,0,1,1,1
1096,1,1,1,1,1,1,1
1097,0,0,1,1,0,0,0
1098,1,0,0,0,0,0,1
1099,0,0,0,0,0,0,1
1100,1,0,0,0,1,0,0
1101,1,1,0,0,1,1,0
1102,0,0,1,0,1,0,0
1103,0,1,1,1,0,1,1
1104,1,1,0,0,0,1,0
1105,0,1,0,1,1,0,1
1106,1,0,0,0,1,0,0
1107,1,0,0,1,1,0,1
1108,1,1,1,1,1,0,0
1109,1,1,1,1,1,1,1
1110,0,1,1,1,1,1,0
1111,0,0,0,1,0,1,0
1112,1,1,1,1,1,1,1
1113,1,0,0,0,1,1,1
1114,0,0,1,1,0,1,0
1115,1,1,0,1,1,0,0
1116,0,1,1,1,1,1,1
1117,0,0,0,0,1,1,0
1118,0,0,0,1,1,0,0
1119,1,0,0,0,1,1,0
1120,0,0,0,1,0,1,0
1121,1,0,0,0,1,1,1
1122,0,1,1,1,1,0,0
1123,0,1,0,1,1,1,0
1124,0,1,0,0,0,0,1
1125,0,0,1,0,1,1,1
1126,0,0,1,0,1,1,0
1127,1,0,0,1,1,0,0
1128,0,0,0,1,1,0,0
1129,1,1,0,0,1,0,1
1130,1,1,1,1,1,1,1
1131,0,1,0,0,1,1,1
1132,1,0,1,0,1,0,0
1133,1,0,0,1,0,0,0
1134,0,1,0,1,0,1,0
1135,1,0,1,1,1,1,0
1136,1,0,0,0,1,0,1
1137,0,0,0,1,1,0,1
1138,0,0,1,1,0,0,1
1139,1,1,1,1,1,1,1
1140,0,0,0,1,1,0,1
1141,1,0,1,0,0,1,0
1142,1,1,1,1,1,1,1
1143,1,0,1,1,1,1,0
1144,1,1,0,0,1,0,0
1145,0,1,0,1,0,0,1
1146,0,0,0,1,1,0,0
1147,0,0,1,0,1,0,1
1148,1,1,1,1,1,1,1
1149,0,1,0,1,0,0,0
1150,0,0,0,0,0,1,0
1151,0,0,1,1,0,1,1
1152,0,0,1,0,0,0,0
1153,1,1,1,0,1,1,0
1154,0,1,1,0,0,1,0
1155,0,0,0,0,0,1,1
1156,0,1,0,0,0,0,1
1157,0,0,1,0,0,0,1
1158,0,1,1,0,1,0,0
1159,0,0,1,0,0,0,0
1160,0,0,1,0,0,1,0
1161,0,1,1,1,0,0,1
1162,1,0,0,1,1,1,1
1163,1,0,1,0,1,0,1
1164,0,1,0,0,0,1,0
1165,0,1,0,1,1,1,1
1166,0,0,0,1,1,1,0
1167,0,0,0,1,1,1,0
1168,1,0,0,1,1,1,0
1169,1,1,1,1,0,1,1
1170,0,1,1,0,1,0,0
1171,0,1,1,1,0,0,1
1172,0,0,0,1,0,1,0
1173,0,0,1,0,1,1,0
1174,1,1,0,1,1,0,0
1175,0,1,1,1,1,0,0
1176,0,1,1,0,0,0,0
1177,0,0,0,1,0,0,0
1178,1,1,1,0,0,0,1
1179,1,1,1,1,1,1,0
1180,0,0,0,1,0,1,0
1181,0,1,1,1,1,1,0
1182,1,0,0,0,0,1,1
1183,1,1,0,0,1,1,1
1184,1,1,0,0,0,0,0
1185,0,1,0,0,0,0,0
1186,1,0,1,0,1,1,0
1187,0,1,1,1,1,1,0
1188,1,1,1,1,1,1,1
1189,0,0,1,0,0,1,0
1190,0,0,1,0,0,1,0
1191,0,1,1,1,0,0,1
1192,0,1,1,1,1,0,1
1193,0,0,0,0,1,0,1
1194,1,1,1,0,0,1,1
1195,0,1,0,0,0,0,1
1196,1,0,0,0,1,1,0
1197,0,1,0,0,0,0,0
1198,0,0,0,1,1,1,0
1199,1,1,1,0,0,0,0
1200,0,1,1,0,1,1,0
1201,0,0,1,1,1,0,0
1202,1,0,1,0,0,1,1
1203,1,1,0,0,0,1,0
1204,1,0,1,0,1,0,1
1205,1,0,1,0,0,1,1
1206,0,1,1,0,1,0,0
1207,1,1,0,0,1,1,0
1208,0,1,0,0,1,1,1
1209,0,0,1,0,0,0,1
1210,1,0,0,1,1,0,0
1211,1,0,1,1,1,0,1
1212,0,0,0,0,1,1,0
1213,1,0,1,1,1,0,0
1214,0,0,0,1,0,1,0
1215,0,0,0,1,1,0,0
1216,1,1,1,1,1,1,1
1217,1,1,0,0,0,1,1
1218,1,0,0,0,0,1,0
1219,0,1,1,1,0,0,0
1220,0,0,1,1,1,1,1
1221,1,0,1,0,0,0,0
1222,0,0,1,0,0,0,1
1223,0,1,0,0,0,1,0
1224,1,0,0,0,1,0,1
1225,0,1,0,1,0,0,0
1226,1,1,1,1,1,1,0
1227,0,0,0,1,0,0,0
1228,0,0,0,0,0,1,1
1229,0,1,1,1,0,1,0
1230,1,1,0,1,0,1,1
1231,0,1,1,0,1,1,1
1232,1,1,1,1,1,0,0
1233,0,0,0,1,1,0,1
1234,1,0,1,0,1,1,0
1235,0,1,0,1,1,1,1
1236,0,1,0,0,0,1,1
1237,1,1,1,1,1,1,1
1238,1,1,1,1,0,1,1
1239,0,1,0,0,0,0,1
1240,1,1,1,1,0,0,1
1241,1,1,1,1,1,1,1
1242,0,1,1,0,1,0,0
1243,0,1,0,0,0,1,0
1244,1,0,1,0,0,1,1
1245,1,1,1,1,0,0,1
1246,0,0,1,1,1,0,0
1247,1,1,0,1,1,1,1
1248,0,1,1,1,1,0,0
1249,1,1,1,1,1,1,1
1250,0,0,1,0,0,0,0
1251,0,1,0,0,0,1,0
1252,0,1,0,0,1,1,1
1253,0,1,0,1,0,0,0
1254,0,0,0,0,0,0,1
1255,0,1,1,1,0,1,0
1256,1,1,0,1,1,1,1
1257,1,0,1,0,0,0,1
1258,1,1,0,0,1,0,1
1259,0,1,1,1,1,1,1
1260,0,1,0,0,0,0,0
1261,1,1,1,0,1,1,0
1262,1,1,1,0,0,0,0
1263,1,0,1,1,1,1,1
1264,0,0,1,1,0,0,0
1265,1,0,0,0,0,1,1
1266,0,1,0,1,1,0,0
1267,1,0,0,0,0,1,0
1268,1,1,1,1,0,1,0
1269,1,0,1,1,1,1,0
1270,1,1,1,1,1,1,0
1271,1,1,0,0,1,0,1
1272,0,0,1,1,0,0,1
1273,1,0,1,1,0,0,1
1274,0,0,1,0,0,0,0
1275,0,0,1,0,1,0,1
1276,1,0,0,0,1,1,1
1277,0,0,1,0,0,1,1
1278,0,1,0,0,0,0,1
1279,0,1,0,0,0,0,0
1280,0,1,1,1,1,0,0
1281,1,1,0,0,0,0,1
1282,1,0,1,0,0,1,1
1283,1,0,1,0,1,0,1
1284,0,1,0,0,0,0,1
1285,1,1,1,0,1,0,1
1286,1,0,0,1,0,1,0
1287,1,0,0,1,1,0,1
1288,1,0,1,0,1,1,1
1289,1,1,1,0,0,1,0
1290,1,1,1,1,0,1,1
1291,1,0,1,1,1,1,1
1292,1,0,0,0,0,1,0
1293,1,0,0,0,0,1,0
1294,0,1,0,0,1,1,0
1295,1,1,0,1,0,1,1
1296,0,1,1,1,0,1,0
1297,1,1,0,1,0,0,1
1298,1,1,1,1,1,1,0
1299,0,0,0,1,1,0,0
1300,0,1,1,0,1,0,0
1301,0,0,1,0,1,0,1
1302,1,1,1,1,1,1,1
1303,0,0,1,0,0,0,1
1304,1,1,0,0,1,1,0
1305,1,0,0,1,1,0,0
1306,1,1,1,0,0,1,1
1307,1,0,0,1,0,0,1
1308,0,1,0,1,0,1,0
1309,0,0,0,0,0,0,1
1310,1,1,1,1,1,1,1
1311,0,0,0,0,1,0,0
1312,1,0,1,0,1,0,0
1313,0,0,0,0,0,0,1
1314,1,0,0,1,0,0,1
1315,1,1,1,1,1,1,1
1316,0,0,0,0,0,0,1
1317,0,0,0,0,1,1,0
1318,1,0,1,0,0,0,1
1319,0,0,0,0,0,1,1
1320,1,0,0,1,0,1,1
1321,0,1,1,1,1,1,1
1322,1,0,0,0,0,1,0
1323,1,0,1,0,1,0,0
1324,1,0,0,1,0,1,1
1325,0,0,1,1,0,0,0
1326,1,0,0,0,0,0,1
1327,0,1,1,1,0,0,0
1328,1,0,0,1,0,0,0
1329,1,1,0,1,0,1,1
1330,1,0,0,0,0,0,0
1331,0,1,1,1,1,0,0
1332,1,1,1,1,1,0,1
1333,1,0,0,1,0,0,0
1334,0,1,0,0,0,1,1
1335,0,0,0,1,0,1,0
1336,0,0,0,1,0,0,0
1337,1,0,0,0,1,1,0
1338,0,0,1,0,0,0,0
1339,1,0,1,1,1,1,1
1340,1,0,0,1,0,0,1
1341,1,1,1,1,0,1,0
1342,1,1,1,1,1,1,1
1343,0,1,1,0,0,0,0
1344,1,0,0,1,0,1,1
1345,0,0,0,0,1,0,0
1346,1,1,0,1,0,0,1
1347,0,0,1,0,1,0,1
1348,1,1,1,1,1,0,1
1349,0,0,0,1,1,0,0
1350,0,0,0,1,0,0,0
1351,1,0,1,1,0,0,1
1352,1,0,1,0,1,1,0
1353,1,0,0,1,0,1,0
1354,1,0,1,1,1,1,0
1355,1,1,0,1,1,0,1
1356,1,0,0,1,1,0,0
1357,0,0,1,1,1,0,1
1358,0,0,1,1,1,1,1
1359,0,0,1,0,0,1,0
1360,1,0,1,1,1,0,0
1361,1,1,1,1,0,0,1
1362,1,0,0,0,0,1,0
1363,1,1,1,1,1,1,1
1364,0,0,1,0,1,1,0
1365,1,0,1,1,0,0,0
1366,0,0,0,1,1,0,0
1367,0,1,1,1,0,0,1
1368,1,1,0,0,1,1,1
1369,0,1,0,1,1,0,1
1370,1,1,1,0,1,1,1
1371,1,1,1,0,1,0,0
1372,0,1,1,0,1,1,0
1373,0,0,1,1,0,0,1
1374,0,0,1,0,1,0,0
1375,0,1,1,1,1,0,1
1376,1,1,1,1,1,1,1
1377,1,0,1,1,1,1,1
1378,0,0,1,0,1,0,0
1379,0,0,1,0,1,0,1
1380,1,1,1,1,0,0,0
1381,0,1,1,0,0,0,1
1382,1,1,1,1,1,1,1
1383,1,1,0,0,0,0,0
1384,0,1,1,0,1,1,1
1385,1,1,1,1,1,1,1
1386,1,1,1,1,1,0,1
1387,1,0,0,1,1,1,0
1388,1,0,0,0,0,1,1
1389,1,1,0,0,1,0,0
1390,0,1,0,1,1,0,1
1391,1,1,1,1,1,1,1
1392,0,0,1,0,0,0,1
1393,0,0,1,0,0,0,1
1394,0,0,1,1,1,0,1
1395,1,0,1,1,1,1,0
1396,1,1,1,0,1,1,0
1397,0,0,0,1,1,1,1
1398,1,1,0,1,1,0,1
1399,0,1,1,1,1,0,1
1400,0,1,1,1,0,1,0
1401,0,1,1,0,1,0,0
1402,1,0,0,0,1,1,0
1403,0,1,0,1,1,1,0
1404,1,0,0,0,0,0,1
1405,1,1,0,1,1,1,0
1406,1,0,0,1,0,1,0
1407,0,1,1,0,0,1,1
1408,1,0,1,0,0,1,0
1409,1,0,1,1,0,0,0
1410,1,0,1,1,1,0,1
1411,0,1,0,1,0,0,0
1412,1,1,0,0,0,1,0
1413,1,1,1,1,1,1,1
1414,1,0,0,1,1,0,0
1415,1,1,1,1,1,1,1
1416,1,0,0,0,1,1,1
1417,0,0,0,1,0,0,1
1418,1,0,1,1,1,1,1
1419,1,0,1,1,1,1,1
1420,0,1,0,0,1,0,0
1421,0,1,0,1,0,0,0
1422,0,1,0,0,1,1,0
1423,0,1,0,1,0,1,0
1424,1,1,0,1,1,0,1
1425,0,0,1,1,0,1,0
1426,1,1,1,1,1,1,1
1427,1,1,0,1,0,1,0
1428,1,0,0,0,0,0,0
1429,1,1,1,1,1,1,1
1430,0,1,1,1,1,0,1
1431,0,1,0,1,1,0,1
1432,0,0,0,0,1,1,1
1433,0,0,0,0,0,1,1
1434,1,1,1,1,1,1,1
1435,0,1,1,1,1,0,0
1436,1,0,0,0,0,1,1
1437,0,0,0,0,1,1,0
1438,1,0,0,1,1,1,0
1439,0,1,0,0,1,0,1
1440,0,0,0,1,0,0,1
1441,1,0,1,1,0,1,0
1442,0,1,1,0,0,1,1
1443,1,1,1,1,1,1,1
1444,0,0,1,0,1,0,0
1445,0,1,1,1,1,0,0
1446,1,1,0,0,0,1,0
1447,0,1,1,0,0,0,0
1448,0,0,0,1,1,0,0
1449,0,0,1,1,0,0,0
1450,0,1,1,0,1,0,0
1451,0,1,0,1,0,1,1
1452,1,1,1,1,1,1,1
1453,1,1,1,0,0,0,1
1454,1,0,0,0,0,0,1
1455,1,1,1,1,1,1,1
1456,0,1,0,1,0,0,1
1457,1,1,1,1,1,1,1
1458,0,0,1,1,1,1,1
1459,0,1,1,0,0,1,1
1460,1,0,1,0,1,1,1
1461,0,1,1,0,1,0,1
1462,0,0,1,1,0,0,0
1463,0,1,0,0,0,1,1
1464,0,0,1,0,1,0,1
1465,1,1,0,1,0,0,1
1466,0,0,1,1,1,1,1
1467,1,1,0,1,1,0,0
1468,1,1,1,1,0,0,1
1469,1,1,0,0,1,0,0
1470,1,1,0,1,1,0,1
1471,1,0,0,0,0,0,1
1472,0,1,1,1,1,1,0
1473,0,1,1,0,0,1,0
1474,0,0,1,1,1,0,1
1475,0,1,0,0,0,1,0
1476,1,1,0,1,1,0,0
1477,0,1,1,1,0,0,0
1478,1,0,1,1,0,1,1
1479,1,0,1,1,0,1,1
1480,0,0,0,0,0,1,1
1481,1,1,1,1,1,1,1
1482,1,1,1,0,1,1,0
1483,1,1,0,0,0,1,1
1484,1,0,0,1,1,1,0
1485,0,0,0,1,0,1,1
1486,0,1,1,0,0,0,1
1487,1,0,1,1,0,1,0
1488,0,1,0,0,0,1,0
1489,1,0,1,0,1,1,0
1490,0,0,0,0,0,1,0
1491,0,0,1,0,0,1,0
1492,0,0,0,1,1,1,0
1493,1,1,1,0,0,0,0
1494,0,1,0,0,0,0,0
1495,0,0,0,0,0,0,1
1496,0,1,1,0,0,1,0
1497,1,0,1,0,1,1,1
1498,1,0,1,0,0,0,0
1499,0,1,1,0,0,1,1
1500,0,1,0,0,1,1,0
1501,1,1,1,1,0,0,0
1502,0,1,1,0,1,1,0
1503,1,1,0,1,0,0,1
1504,1,0,1,0,0,0,0
1505,0,0,1,0,1,1,0
1506,0,1,1,0,1,0,1
1507,0,1,0,0,0,1,1
1508,1,1,0,1,0,1,0
1509,1,1,0,0,1,1,0
1510,0,1,0,1,0,0,1
1511,0,1,1,0,0,0,0
1512,0,1,0,1,1,1,1
1513,1,0,0,0,1,0,0
1514,0,1,1,0,1,0,1
1515,1,1,1,1,1,1,1
1516,1,1,1,1,1,1,1
1517,1,1,1,1,1,1,1
1518,1,1,1,1,1,1,1
1519,0,1,0,1,0,0,0
1520,1,1,0,1,0,1,0
1521,0,1,1,0,0,1,0
1522,1,0,1,0,1,0,0
1523,0,1,0,1,0,1,1
1524,0,0,0,0,0,1,1
1525,0,0,0,1,1,1,1
1526,0,1,1,0,0,1,0
1527,0,0,1,0,0,1,0
1528,0,1,1,1,0,1,0
1529,1,0,0,1,0,1,1
1530,1,1,1,0,1,1,1
1531,0,1,1,1,0,1,0
1532,1,1,1,1,1,0,1
1533,1,1,1,1,1,1,1
1534,1,1,1,1,0,0,1
1535,1,0,0,1,0,0,0
1536,1,0,0,1,0,0,0
1537,0,0,1,1,0,0,1
1538,0,0,0,1,0,1,0
1539,0,0,0,1,1,1,0
1540,1,1,1,1,1,1,1
1541,1,1,1,0,1,1,1
1542,0,1,1,1,1,0,0
1543,1,1,1,1,1,1,1
1544,0,0,0,1,1,0,0
1545,0,0,1,1,1,0,0
1546,0,1,1,1,1,0,0
1547,0,1,1,0,0,1,0
1548,1,0,0,0,1,1,1
1549,1,0,0,0,0,0,0
1550,1,1,1,1,1,1,1
1551,1,0,0,1,0,1,0
1552,0,0,1,0,0,1,0
1553,0,0,0,1,1,1,1
1554,1,0,0,0,0,1,1
1555,1,0,0,0,1,0,0
1556,1,0,0,1,1,1,0
1557,1,0,0,0,1,0,0
1558,1,1,0,1,1,1,1
1559,1,0,1,1,1,0,0
1560,1,0,0,0,0,0,1
1561,0,1,0,1,0,1,0
1562,1,1,0,0,0,1,0
1563,1,0,1,1,0,1,1
1564,0,1,0,0,1,1,0
1565,0,1,0,1,1,0,1
1566,1,0,1,0,0,0,0
1567,1,1,0,0,1,0,1
1568,0,1,1,0,1,1,1
1569,0,1,1,1,0,1,0
1570,0,0,0,0,0,0,1
1571,1,0,0,0,0,0,1
1572,0,0,0,1,0,1,0
1573,0,0,0,1,1,1,0
1574,1,1,0,1,0,1,1
1575,1,1,0,0,0,0,0
1576,1,1,0,0,1,1,0
1577,1,0,1,1,0,1,1
1578,1,0,0,0,0,0,1
1579,1,1,1,0,1,1,0
1580,1,0,1,1,0,0,1
1581,1,0,1,0,1,0,0
1582,0,0,0,1,1,0,0
1583,1,0,1,1,1,0,1
1584,0,0,1,1,0,1,0
1585,1,0,0,0,0,1,0
1586,1,1,0,0,1,0,0
1587,0,1,1,0,0,0,0
1588,1,1,1,0,1,1,0
1589,0,0,1,1,1,1,0
1590,1,1,0,1,0,0,1
1591,0,1,0,0,0,1,0
1592,1,1,0,0,0,1,0
1593,1,1,0,0,0,0,0
1594,1,0,0,0,1,1,1
1595,0,1,0,0,1,0,1
1596,0,1,0,1,1,1,1
1597,1,1,1,1,1,1,0
1598,0,0,0,1,0,1,0
1599,1,0,0,0,1,1,1
1600,1,1,1,1,1,1,1
1601,0,0,1,0,1,1,0
1602,0,1,0,0,1,1,0
1603,1,1,1,1,1,1,1
1604,1,1,0,0,0,1,1
1605,0,1,0,0,0,1,1
1606,0,0,1,1,1,0,1
1607,0,0,0,0,0,1,1
1608,1,1,0,0,0,1,0
1609,0,1,1,1,1,1,1
1610,1,0,1,1,0,1,1
1611,1,1,0,0,1,0,1
1612,0,0,0,1,0,1,0
1613,1,1,1,0,0,0,1
1614,1,0,1,1,0,0,0
1615,0,1,0,0,0,1,0
1616,1,0,1,0,0,1,1
1617,1,1,1,1,1,1,1
1618,0,0,0,0,0,1,1
1619,1,0,1,0,0,0,0
1620,1,1,1,1,1,1,1
1621,1,1,0,1,0,1,0
1622,0,1,0,1,1,0,0
1623,0,0,1,1,0,0,0
1624,0,1,1,0,1,1,0
1625,1,0,0,0,1,0,0
1626,0,1,1,0,1,0,0
1627,1,0,1,1,0,0,1
1628,1,1,1,1,0,1,0
1629,1,0,1,0,0,0,0
1630,1,1,1,1,0,1,0
1631,0,0,0,0,0,1,1
1632,1,1,0,1,1,1,1
1633,0,1,0,1,0,1,1
1634,0,0,1,1,0,1,0
1635,0,0,1,1,1,1,0
1636,1,0,1,1,1,0,0
1637,1,1,1,1,0,0,1
1638,1,0,0,1,0,1,1
1639,1,0,1,0,0,1,1
1640,1,1,1,0,0,0,1
1641,1,1,0,1,1,0,0
1642,0,0,1,1,0,0,0
1643,1,0,0,0,0,1,1
1644,1,1,1,1,1,1,1
1645,1,0,0,1,1,1,1
1646,0,0,1,0,1,1,1
1647,1,1,1,1,1,1,1
1648,0,0,0,1,0,0,1
1649,1,1,1,1,1,1,1
1650,0,0,0,0,0,1,1
1651,0,1,1,0,1,1,0
1652,1,1,1,0,1,0,0
1653,0,0,0,0,0,1,0
1654,1,1,1,1,1,1,1
1655,0,0,0,0,1,1,0
1656,0,1,0,0,0,0,0
1657,1,1,0,0,1,0,1
1658,1,1,1,1,1,0,1
1659,0,1,0,1,1,0,0
1660,1,1,0,0,0,1,0
1661,0,1,0,1,0,0,1
1662,0,0,0,0,1,0,0
1663,1,0,1,1,1,1,0
1664,1,1,0,1,1,1,1
1665,1,0,0,1,0,0,0
1666,0,1,1,0,1,0,1
1667,1,0,0,0,1,0,1
1668,1,1,1,0,0,0,0
1669,1,1,0,0,0,1,0
1670,0,1,1,0,0,0,0
1671,1,0,0,0,0,1,0
1672,0,1,1,1,1,0,1
1673,1,1,0,0,1,0,0
1674,1,1,0,1,1,0,0
1675,1,1,0,1,1,0,1
1676,1,0,1,1,1,1,1
1677,0,1,0,1,0,0,0
1678,0,0,0,1,0,0,1
1679,1,0,0,0,1,0,1
1680,1,0,1,1,0,0,0
1681,1,0,1,1,1,1,1
1682,0,1,0,0,1,0,1
1683,0,1,0,1,0,0,0
1684,1,0,1,0,1,0,1
1685,0,1,1,0,1,1,1
1686,0,1,1,1,1,1,1
1687,0,1,0,0,1,0,1
1688,0,1,0,1,1,0,0
1689,0,0,1,0,1,1,1
1690,0,1,1,1,1,0,1
1691,1,0,1,1,1,1,0
1692,1,0,1,1,0,0,1
1693,0,1,0,0,0,0,0
1694,1,1,0,1,0,0,0
1695,0,0,0,1,1,0,0
1696,1,0,1,1,1,1,1
